_id,locationLongitude,locationCountry,merchantCategoryCode,description,type,merchantName,currencyAmount,locationRegion,source,locationCity,originationDateTime,locationPostalCode,customerId,merchantId,locationLatitude,id,locationStreet,accountId,categoryTags
ObjectId("5db4f9d3bf2b03355cd08ae4"),,,6300,PROP  9893999 INS,DepositAccountTransaction,Property Insurance Corporation,80.80,,,,2019-04-02T00:00:00.003Z,,90f54a9f-9112-451b-b2f9-e5de6b16e0b0,5d3dd80d-8ff0-4e7c-a02b-8b50aa63aae5,,90f54a9f-4e50bcd3-ec79-4f90-a850-63a4fb6c7db8,,baa46e44-4972-4a93-b326-6e528965d6db,"["Bills and Utilities"]"
ObjectId("5db4f9d3bf2b03355cd08ae7"),-79.3262518335,CA,5651,WINNERS 942,CreditCardTransaction,Winners,101.57,ON,POS,North York,2019-08-22T07:07:00Z,M2J 1X1,90f54a9f-9112-451b-b2f9-e5de6b16e0b0,0244c2b4-50c9-44e5-8af0-0d890ab89764,43.7748999026,90f54a9f-5175ecbe-3460-42a3-bd03-9c68f76af36e,2450 Sheppard Ave E,41b3e4a5-fe20-4271-9c2d-ca6845f2b234,"["Shopping"]"
ObjectId("5db4f9d3bf2b03355cd08af0"),-79.4122783256,CA,7832,CINEPLEX 3880,CreditCardTransaction,Cineplex,67.38,ON,POS,North York,2019-05-25T13:25:00Z,M2N 6Z4,90f54a9f-9112-451b-b2f9-e5de6b16e0b0,e4d60776-496c-4ee5-bc04-0661b8aeb946,43.7682888442,90f54a9f-559c1c03-42a6-4687-96ea-9ab8b3b2eb71,5095 Yonge St,41b3e4a5-fe20-4271-9c2d-ca6845f2b234,"["Entertainment"]"
ObjectId("5db4f9d3bf2b03355cd08b0c"),,,4900,DIRECT ENRGY NP28U2,DepositAccountTransaction,Direct Energy,59.22,,,,2019-07-03T00:00:00.004Z,,90f54a9f-9112-451b-b2f9-e5de6b16e0b0,a8f2fec1-dcbc-4242-9b91-ddfa56e7aa30,,90f54a9f-66bda012-55c8-4f28-9666-ad9a7ad9bad4,,baa46e44-4972-4a93-b326-6e528965d6db,"["Bills and Utilities"]"
ObjectId("5db4f9d3bf2b03355cd08b0d"),,,4900,UNIVER EN CO J0UZQW,DepositAccountTransaction,Universal Energy Corporation,45.60,,,,2019-08-07T00:00:00.001Z,,90f54a9f-9112-451b-b2f9-e5de6b16e0b0,f009e806-028d-4d16-9122-eadb912fac98,,90f54a9f-67497811-a2af-4199-b7d7-8e00394ebdee,,baa46e44-4972-4a93-b326-6e528965d6db,"["Bills and Utilities"]"
ObjectId("5db4f9d3bf2b03355cd08b32"),-79.2921134724,CA,7832,CINEPLEX 9883,CreditCardTransaction,Cineplex,66.43,ON,POS,Scarborough,2019-04-27T16:48:00Z,M1L 4V9,90f54a9f-9112-451b-b2f9-e5de6b16e0b0,ac38f313-3f51-4b4b-9a2a-014f19cff6fc,43.7222395759,90f54a9f-7b76df56-1d42-40d0-8d29-0ac7610b327f,22 Lebovic Ave,41b3e4a5-fe20-4271-9c2d-ca6845f2b234,"["Entertainment"]"
ObjectId("5db4f9d3bf2b03355cd08b3c"),-79.289148348,CA,5945,MICHAELS #9007,CreditCardTransaction,Michaels Canada,150.54,ON,POS,Scarborough,2019-05-11T19:03:00Z,M1L 4W1,90f54a9f-9112-451b-b2f9-e5de6b16e0b0,c6cd6825-10a6-4b2f-98a7-af340a72271f,43.724159698,90f54a9f-7fd7a798-feaf-42a5-9af2-0239af199915,806 Warden Ave,41b3e4a5-fe20-4271-9c2d-ca6845f2b234,"["Shopping","Kids"]"
ObjectId("5db4f9d3bf2b03355cd08b48"),-79.3444982153,CA,7832,CINEPLEX 9988,CreditCardTransaction,Cineplex,67.31,ON,POS,North York,2019-10-12T09:19:00Z,M2J 5A7,90f54a9f-9112-451b-b2f9-e5de6b16e0b0,b15df065-9f63-4442-9fd0-edba10803612,43.7777482543,90f54a9f-8618e0ae-9d52-4037-985a-b4449773c038,1800 Sheppard Ave E,41b3e4a5-fe20-4271-9c2d-ca6845f2b234,"["Entertainment"]"
ObjectId("5db4f9d3bf2b03355cd08b7d"),-79.2934425453,CA,5251,CDN TIRE STORE #98336,CreditCardTransaction,Canadian Tire,53.83,ON,POS,Scarborough,2019-06-21T15:45:00Z,M1L 2L8,90f54a9f-9112-451b-b2f9-e5de6b16e0b0,9a21433f-fec1-4c5e-9e32-5e25955733d1,43.7256180473,90f54a9f-af58f9db-f183-4dc1-95ea-582bfb6a79c4,1901 Eglinton Ave E,41b3e4a5-fe20-4271-9c2d-ca6845f2b234,"["Home"]"
ObjectId("5db4f9d3bf2b03355cd08b82"),-79.2883067698,CA,5812,SWISS CHALET 9960,CreditCardTransaction,Swiss Chalet,108.70,ON,POS,Scarborough,2019-08-25T14:20:00Z,M1R 3A6,90f54a9f-9112-451b-b2f9-e5de6b16e0b0,104b3bc0-e9e7-4fa4-8cb1-02ea5c144c33,43.7461274292,90f54a9f-b0cdcded-a22c-4370-abaa-f79c47552d2e,2131 Lawrence Ave E,41b3e4a5-fe20-4271-9c2d-ca6845f2b234,"["Food and Dining"]"
ObjectId("5db4f9d3bf2b03355cd08b92"),-79.3442304044,CA,5651,BANANA REPUBLIC 9568,CreditCardTransaction,Banana Republic,109.97,ON,POS,North York,2019-09-12T18:12:00Z,,90f54a9f-9112-451b-b2f9-e5de6b16e0b0,89fe8b58-33be-48e5-9e7b-25f8fd5b1022,43.7364443424,90f54a9f-b8d9d675-2c84-4074-8d9b-ad0b03082ad3,1090 Don Mills Rd,41b3e4a5-fe20-4271-9c2d-ca6845f2b234,"["Shopping"]"
ObjectId("5db4f9d3bf2b03355cd08ba5"),-79.3617799376,CA,5921,LCBO #164,CreditCardTransaction,LCBO,32.06,ON,POS,East York,2019-05-12T16:31:00Z,M4G 4H9,90f54a9f-9112-451b-b2f9-e5de6b16e0b0,fa8a8d90-ae46-4738-9cda-a9f68c2c30f3,43.710534412,90f54a9f-c6022ff0-10bd-4f5f-baad-18b12b98b98b,65 Wicksteed Ave,41b3e4a5-fe20-4271-9c2d-ca6845f2b234,"["Food and Dining"]"
ObjectId("5db4f9d3bf2b03355cd08bb0"),-79.3728952091,CA,5251,CDN TIRE STORE #95085,CreditCardTransaction,Canadian Tire,51.62,ON,POS,North York,2019-09-13T07:09:00Z,M2K 1C2,90f54a9f-9112-451b-b2f9-e5de6b16e0b0,6968d5ef-83b4-43d6-ae4d-ed29b7400280,43.7694010061,90f54a9f-cc89e3e5-a1b6-429e-ac6b-6a76f2189fdd,1015 Sheppard Ave E,41b3e4a5-fe20-4271-9c2d-ca6845f2b234,"["Home"]"
ObjectId("5db4f9d3bf2b03355cd08c0c"),-79.5185044362,CA,5814,TIM HORTONS #438 _F,CreditCardTransaction,Tim Hortons,4.48,ON,POS,North York,2019-07-11T08:21:00Z,M3N 2K2,21821034-8ad8-4c00-bfd4-b74e694066ba,e1a4ff03-f16c-4595-89e8-64df706c4309,43.7578984837,21821034-007789a4-c2cb-4e30-9634-7878cf421710,4000 Jane St,c8c777f3-4021-4944-a857-e2cb9872fab6,"["Food and Dining"]"
ObjectId("5db4f9d3bf2b03355cd08c0d"),-79.4731402571,CA,5651,WINNERS 209,CreditCardTransaction,Winners,118.62,ON,POS,North York,2019-06-19T09:42:00Z,M3J 3N4,21821034-8ad8-4c00-bfd4-b74e694066ba,6a87b996-9367-4e7f-8492-6f40f8f17ea3,43.785670857,21821034-0108fa27-b943-4212-9131-99ceeb8543f1,81 Gerry Fitzgerald Dr,c8c777f3-4021-4944-a857-e2cb9872fab6,"["Shopping"]"
ObjectId("5db4f9d3bf2b03355cd08c0e"),-79.4813054547,CA,5411,METRO #619,CreditCardTransaction,Metro,45.57,ON,POS,North York,2019-04-11T07:50:00Z,M3K 1G6,21821034-8ad8-4c00-bfd4-b74e694066ba,ccd70ee8-3a01-47c7-844d-fb84a58fab1d,43.7280352955,21821034-0126cc70-73be-4f7a-b805-ecde021deeeb,1090 Wilson Ave,c8c777f3-4021-4944-a857-e2cb9872fab6,"["Food and Dining"]"
ObjectId("5db4f9d3bf2b03355cd08c0f"),-79.515535786,CA,5814,TIM HORTONS #312 _F,CreditCardTransaction,Tim Hortons,4.52,ON,POS,North York,2019-08-03T14:05:00Z,M3N 2K1,21821034-8ad8-4c00-bfd4-b74e694066ba,168cafa1-627c-4e1c-8107-20f2491157a0,43.756813455,21821034-02961ceb-3907-4fa0-94a7-14ed6b4cdf87,3981 Jane St,c8c777f3-4021-4944-a857-e2cb9872fab6,"["Food and Dining"]"
ObjectId("5db4f9d3bf2b03355cd08c12"),,,4900,TOR HYD ELEC LBZS58,DepositAccountTransaction,Toronto Hydro,56.67,,,,2019-06-26T00:00:00.001Z,,21821034-8ad8-4c00-bfd4-b74e694066ba,67349999-dc70-424e-9cc8-0715bd3f3a0f,,21821034-0996b001-ff89-417c-aa79-d9e082c190e0,,c221770a-1b48-474a-8c3b-ba97585c406c,"["Bills and Utilities"]"
ObjectId("5db4f9d3bf2b03355cd08c15"),-79.4091210127,CA,5921,LCBO #636,CreditCardTransaction,LCBO,32.84,ON,POS,Toronto,2019-07-06T09:32:00Z,M5N 1A1,21821034-8ad8-4c00-bfd4-b74e694066ba,121c1c0a-96a9-4ee1-8c55-d24a706ce7a6,43.7042116573,21821034-0c8e478b-4133-439a-80ae-c4061c913e30,333 Eglinton Ave W,c8c777f3-4021-4944-a857-e2cb9872fab6,"["Food and Dining"]"
ObjectId("5db4f9d3bf2b03355cd08c17"),,CA,4111,PRESTO,CreditCardTransaction,Presto,30.02,ON,POS,,2019-05-07T19:02:00Z,,21821034-8ad8-4c00-bfd4-b74e694066ba,ee7400d4-10e2-402d-a63c-921860d6030b,,21821034-0d723ff6-3db7-40eb-ac2e-1d723769a04a,,c8c777f3-4021-4944-a857-e2cb9872fab6,"["Auto and Transport"]"
ObjectId("5db4f9d3bf2b03355cd08c1a"),-79.510755021,CA,5411,WAL-MART SUPERSTORE#4416,CreditCardTransaction,Walmart,46.67,ON,POS,North York,2019-09-26T17:14:00Z,,21821034-8ad8-4c00-bfd4-b74e694066ba,d72bd262-c1fd-4e63-b4e7-1a140ec7d7d8,43.722162803,21821034-0ed81167-ec91-4659-aadd-6a550d68f827,2202 Jane St,c8c777f3-4021-4944-a857-e2cb9872fab6,"["Food and Dining"]"
ObjectId("5db4f9d3bf2b03355cd08c1b"),-79.481332384,CA,5251,CDN TIRE STORE #26812,CreditCardTransaction,Canadian Tire,51.42,ON,POS,North York,2019-04-19T13:47:00Z,M3M 2E9,21821034-8ad8-4c00-bfd4-b74e694066ba,0c2fbc7a-3b2f-4be9-96e7-78d2645dec35,43.724951291,21821034-0faaa7fc-6001-4b75-9470-518453d3a4da,2699 Keele St,c8c777f3-4021-4944-a857-e2cb9872fab6,"["Home"]"
ObjectId("5db4f9d3bf2b03355cd08c1e"),-79.514050278,CA,5814,MCDONALD'S #5968 QPS,CreditCardTransaction,McDonald's,4.46,ON,POS,North York,2019-07-24T13:44:00Z,M3N 1M7,21821034-8ad8-4c00-bfd4-b74e694066ba,582a8eae-db57-4bca-be5f-2f3df9c8ca22,43.75715389,21821034-125471f3-d984-42f2-b54d-93c5c17e8025,1831 Finch Ave W,c8c777f3-4021-4944-a857-e2cb9872fab6,"["Food and Dining"]"
ObjectId("5db4f9d3bf2b03355cd08c21"),-79.4562972547,CA,5812,SWISS CHALET 3905,CreditCardTransaction,Swiss Chalet,114.49,ON,POS,North York,2019-09-13T14:12:00Z,M6A 2T1,21821034-8ad8-4c00-bfd4-b74e694066ba,8812083a-a5d6-4095-bc0e-5ffa34fef524,43.7167324775,21821034-1272e1b4-d5ae-4d43-94c6-7c635b6bad3d,3140 Dufferin St,c8c777f3-4021-4944-a857-e2cb9872fab6,"["Food and Dining"]"
ObjectId("5db4f9d3bf2b03355cd08c23"),-79.4889053447,CA,5411,WAL-MART SUPERSTORE#7894,CreditCardTransaction,Walmart,49.06,ON,POS,North York,2019-06-13T17:45:00Z,,21821034-8ad8-4c00-bfd4-b74e694066ba,ecae2202-ec02-4a54-8bb0-5e80d3c7ca03,43.7578248418,21821034-1517ce19-bd8f-4a19-9e04-2c309b96f515,3757 Keele St,c8c777f3-4021-4944-a857-e2cb9872fab6,"["Food and Dining"]"
ObjectId("5db4f9d3bf2b03355cd08c33"),-79.4731033381,CA,5921,LCBO #19,CreditCardTransaction,LCBO,31.46,ON,POS,Toronto,2019-06-06T17:41:00Z,M5N 1K5,21821034-8ad8-4c00-bfd4-b74e694066ba,6cc40586-f2ab-415d-bb0e-e20367dea6cd,43.6708981688,21821034-2d0876c7-9908-473f-be63-2402c02f2688,2151 St Clair Ave W,c8c777f3-4021-4944-a857-e2cb9872fab6,"["Food and Dining"]"
ObjectId("5db4f9d3bf2b03355cd08c36"),-79.4681259683,CA,5251,CDN TIRE STORE #38894,CreditCardTransaction,Canadian Tire,51.69,ON,POS,North York,2019-10-04T12:02:00Z,M3H 5W5,21821034-8ad8-4c00-bfd4-b74e694066ba,7f0125b7-ebf8-49f4-8556-7eaa15641ffb,43.7648949538,21821034-2e9848d8-ebc7-49ab-976e-cc1a4b67d701,4400 Dufferin St,c8c777f3-4021-4944-a857-e2cb9872fab6,"["Home"]"
ObjectId("5db4f9d3bf2b03355cd08c3d"),-79.5366171312,CA,5812,SWISS CHALET 4186,CreditCardTransaction,Swiss Chalet,114.37,ON,POS,North York,2019-08-16T11:44:00Z,M9M 2Y9,21821034-8ad8-4c00-bfd4-b74e694066ba,7c98df53-3111-4e06-92f8-5760d3b479b0,43.7524329583,21821034-3861385b-371c-4083-892e-ac6769a3e79b,2201 Finch Ave W,c8c777f3-4021-4944-a857-e2cb9872fab6,"["Food and Dining"]"
ObjectId("5db4f9d3bf2b03355cd08c3f"),-79.398357716,CA,7832,CINEPLEX 0523,CreditCardTransaction,Cineplex,67.40,ON,POS,Toronto,2019-10-12T15:18:00Z,M4S 2C6,21821034-8ad8-4c00-bfd4-b74e694066ba,c2f2900d-2708-4ef8-be45-529c70ab8c61,43.705346823,21821034-3b038d9c-db89-4aba-abf2-ee4360661ed6,2190 Yonge St,c8c777f3-4021-4944-a857-e2cb9872fab6,"["Entertainment"]"
ObjectId("5db4f9d3bf2b03355cd08c4b"),-79.5125311905,CA,5651,WINNERS 049,CreditCardTransaction,Winners,105.06,ON,POS,North York,2019-04-24T13:00:00Z,M3L 1B2,21821034-8ad8-4c00-bfd4-b74e694066ba,3d3f90b0-9f39-4847-8545-b4932154e55d,43.7209712989,21821034-449115e3-eb3a-4129-b5d9-5069adfc390d,1700 Wilson Ave,c8c777f3-4021-4944-a857-e2cb9872fab6,"["Shopping"]"
ObjectId("5db4f9d3bf2b03355cd08c9a"),-79.399083527,CA,7832,CINEPLEX 2030,CreditCardTransaction,Cineplex,66.93,ON,POS,Toronto,2019-09-14T08:54:00Z,M4P 1E4,21821034-8ad8-4c00-bfd4-b74e694066ba,1f54a152-8f47-4669-8413-9cb0a0d80906,43.707157574,21821034-8e33e58c-5a70-456c-9085-d4331896764e,2300 Yonge St,c8c777f3-4021-4944-a857-e2cb9872fab6,"["Entertainment"]"
ObjectId("5db4f9d3bf2b03355cd08ca4"),-79.4514704404,CA,5651,BANANA REPUBLIC 1143,CreditCardTransaction,Banana Republic,108.63,ON,POS,North York,2019-09-11T18:02:00Z,M6A 3A1,21821034-8ad8-4c00-bfd4-b74e694066ba,c416addd-06b5-432b-bf05-c2617f9bd4fb,43.7260790335,21821034-96a35af8-cf44-451d-8a45-33b9803790cc,3401 Dufferin St,c8c777f3-4021-4944-a857-e2cb9872fab6,"["Shopping"]"
ObjectId("5db4f9d3bf2b03355cd08cd4"),-79.4474341509,CA,5251,CDN TIRE STORE #83489,CreditCardTransaction,Canadian Tire,52.40,ON,POS,North York,2019-06-21T15:12:00Z,M6A 3B4,21821034-8ad8-4c00-bfd4-b74e694066ba,0a6fef3f-d108-46b5-a526-f46578a7992d,43.7169349257,21821034-ccbe9f81-20c1-48ae-923b-b8f8cdc9d415,700 Lawrence Ave W,c8c777f3-4021-4944-a857-e2cb9872fab6,"["Home"]"
ObjectId("5db4f9d3bf2b03355cd08ce6"),-79.431134763,CA,5921,LCBO #657,CreditCardTransaction,LCBO,32.82,ON,POS,North York,2019-09-06T09:20:00Z,M6A 1A1,21821034-8ad8-4c00-bfd4-b74e694066ba,e1a2d5b4-b92c-443a-95cf-6d7102774526,43.720296155,21821034-e37b6af5-225d-43ed-a037-3b3255697ab5,502 Lawrence Ave W,c8c777f3-4021-4944-a857-e2cb9872fab6,"["Food and Dining"]"
ObjectId("5db4f9d4bf2b03355cd08cff"),-79.4393667645,CA,5814,TIM HORTONS #978 _F,CreditCardTransaction,Tim Hortons,4.60,ON,POS,Toronto,2019-06-01T12:17:00Z,M6H 1C5,cad31095-cae1-49f4-bea8-78c42e2d92b7,12f877e8-137b-4e9b-a72c-f9952af19677,43.6510207612,cad31095-0090893b-8133-4c85-b9a5-54a4c2ba1e09,1269 College St,f5058d61-3918-4532-ad1a-d344407aea10,"["Food and Dining"]"
ObjectId("5db4f9d4bf2b03355cd08d00"),-79.435362328,CA,5814,MCDONALD'S #14874 QPS,CreditCardTransaction,McDonald's,3.97,ON,POS,Toronto,2019-04-06T15:59:00Z,M6H 4E9,cad31095-cae1-49f4-bea8-78c42e2d92b7,0bb4506a-e3c8-4145-a2b8-f2664533ab6f,43.655817058,cad31095-017c2a52-df52-4e3e-aecc-d7c26afb75fd,900 Dufferin St,f5058d61-3918-4532-ad1a-d344407aea10,"["Food and Dining"]"
ObjectId("5db4f9d4bf2b03355cd08d01"),-79.398973582,CA,5812,THE KEG STEAKHOUSE 891,CreditCardTransaction,The Keg Steakhouse + Bar,115.74,ON,POS,Toronto,2019-07-10T17:19:00Z,M5V 0L5,cad31095-cae1-49f4-bea8-78c42e2d92b7,1bd771b7-132e-41fa-aa05-5a49e3255907,43.645079972,cad31095-020d47fc-9547-47d5-b064-00e8f8316d88,560 King St W,f5058d61-3918-4532-ad1a-d344407aea10,"["Food and Dining"]"
ObjectId("5db4f9d4bf2b03355cd08d02"),-79.435362328,CA,5411,WAL-MART SUPERSTORE#9871,CreditCardTransaction,Walmart,63.76,ON,POS,Toronto,2019-10-16T09:18:00Z,,cad31095-cae1-49f4-bea8-78c42e2d92b7,796c32ff-2470-4c61-a215-e5dbaa143582,43.655817058,cad31095-02f55c8e-f0ba-419b-a00d-5befa719f0c5,900 Dufferin St,f5058d61-3918-4532-ad1a-d344407aea10,"["Food and Dining"]"
ObjectId("5db4f9d4bf2b03355cd08d0a"),,,4814,ROGERS WIRELES S6R8X3,DepositAccountTransaction,Rogers,72.90,,,,2019-06-25T00:00:00.001Z,,cad31095-cae1-49f4-bea8-78c42e2d92b7,2f2ad5e6-ff27-43f4-b8e1-91853ee67aaa,,cad31095-0c49e7be-14be-459d-966c-51bbcb3631e4,,a0769d37-66ac-43a1-bd55-195470480ae4,"["Bills and Utilities"]"
ObjectId("5db4f9d4bf2b03355cd08d0c"),-79.464536971,CA,5251,CDN TIRE STORE #60269,CreditCardTransaction,Canadian Tire,52.63,ON,POS,Toronto,2019-04-16T07:38:00Z,M6P 2K9,cad31095-cae1-49f4-bea8-78c42e2d92b7,a2f3773c-bb64-4294-b049-03176338f3bc,43.6663408633,cad31095-0cfc43a9-eb24-495d-84ad-348df2753fd6,403 Keele St,f5058d61-3918-4532-ad1a-d344407aea10,"["Home"]"
ObjectId("5db4f9d4bf2b03355cd08d0e"),-79.4373363489,CA,5814,TIM HORTONS #689 _F,CreditCardTransaction,Tim Hortons,4.55,ON,POS,Toronto,2019-07-10T09:57:00Z,M6K 1M4,cad31095-cae1-49f4-bea8-78c42e2d92b7,5b56baf2-2618-457b-8ab6-c1f5348f711a,43.6407599076,cad31095-0e73fc69-6e6f-4e02-90cb-199837f73ca0,1480 Queen St W,f5058d61-3918-4532-ad1a-d344407aea10,"["Food and Dining"]"
ObjectId("5db4f9d4bf2b03355cd08d15"),-79.468122844,CA,5945,MICHAELS #4603,CreditCardTransaction,Michaels Canada,143.17,ON,POS,Toronto,2019-04-20T10:18:00Z,M6N 5A8,cad31095-cae1-49f4-bea8-78c42e2d92b7,52a7f34d-e37e-4b22-a2fd-b0fa06a764e2,43.673045329,cad31095-1634398d-b100-4dae-8ee7-3d2a2be50591,30 Weston Rd,f5058d61-3918-4532-ad1a-d344407aea10,"["Shopping","Kids"]"
ObjectId("5db4f9d4bf2b03355cd08d1a"),-79.4196186848,CA,5411,METRO #985,CreditCardTransaction,Metro,62.31,ON,POS,Toronto,2019-10-09T07:31:00Z,M6G 1C5,cad31095-cae1-49f4-bea8-78c42e2d92b7,bc1c9154-a814-4c4e-81dc-55a04f4a1b6c,43.6541869378,cad31095-19bf20b0-a800-4807-9c98-82e5e399df22,735 College St,f5058d61-3918-4532-ad1a-d344407aea10,"["Food and Dining"]"
ObjectId("5db4f9d4bf2b03355cd08d25"),-79.472202249,CA,5251,CDN TIRE STORE #88888,CreditCardTransaction,Canadian Tire,51.63,ON,POS,Toronto,2019-07-09T11:40:00Z,M6N 5B4,cad31095-cae1-49f4-bea8-78c42e2d92b7,d63aad74-2604-4d13-8c0e-e4cdd32972f0,43.670673483,cad31095-28b731d8-f4fb-4069-ae4c-19daa63f1a17,2129 St Clair Ave W,f5058d61-3918-4532-ad1a-d344407aea10,"["Home"]"
ObjectId("5db4f9d4bf2b03355cd08d31"),-79.4349060534,CA,5921,LCBO #6,CreditCardTransaction,LCBO,35.39,ON,POS,Toronto,2019-08-26T09:39:00Z,M6K 1M1,cad31095-cae1-49f4-bea8-78c42e2d92b7,69ed66f8-1fa4-43ab-8479-afc9b4ebd7c2,43.6407040247,cad31095-33e7d2c5-9183-4a62-a021-2e2e55cdbb2f,1357 Queen St W,f5058d61-3918-4532-ad1a-d344407aea10,"["Food and Dining"]"
ObjectId("5db4f9d4bf2b03355cd08d32"),-79.3954872392,CA,5651,H&M CA #898 - TORONTO,CreditCardTransaction,H&M,107.44,ON,POS,Toronto,2019-05-29T17:56:00Z,M5V 2A5,cad31095-cae1-49f4-bea8-78c42e2d92b7,5771799c-5ad5-443c-85f9-65777a7a6475,43.6486787656,cad31095-3508c842-5e9b-49a9-8dba-c423a5c00e52,427 Queen St W,f5058d61-3918-4532-ad1a-d344407aea10,"["Shopping"]"
ObjectId("5db4f9d4bf2b03355cd08d35"),-79.435362328,CA,5945,TOYS R US #2979,CreditCardTransaction,Toys R Us,149.92,ON,POS,Toronto,2019-09-14T13:50:00Z,,cad31095-cae1-49f4-bea8-78c42e2d92b7,27875dd6-3b58-4d7a-b93f-6b2be99d5ddd,43.655817058,cad31095-3bb9a948-4694-4619-9069-6e2bd3b0e5e5,900 Dufferin St,f5058d61-3918-4532-ad1a-d344407aea10,"["Shopping","Kids"]"
ObjectId("5db4f9d4bf2b03355cd08d38"),-79.4280244132,CA,5411,METRO #499,CreditCardTransaction,Metro,49.81,ON,POS,Toronto,2019-09-11T13:18:00Z,M6J 3K6,cad31095-cae1-49f4-bea8-78c42e2d92b7,1e71e7a6-c5f0-4148-8799-8303358d3baa,43.6426487277,cad31095-3fe2244f-32d1-4f60-9c13-f9a0e3957a0d,1230 Queen St W,f5058d61-3918-4532-ad1a-d344407aea10,"["Food and Dining"]"
ObjectId("5db4f9d4bf2b03355cd08d3d"),-79.435362328,CA,5812,SWISS CHALET 9888,CreditCardTransaction,Swiss Chalet,110.53,ON,POS,Toronto,2019-05-29T07:11:00Z,M6H 4A9,cad31095-cae1-49f4-bea8-78c42e2d92b7,04f84a26-aed5-467d-a75b-74119b006fe5,43.655817058,cad31095-43b13a90-1dd0-4d77-aa31-c86fa5f200af,900 Dufferin St,f5058d61-3918-4532-ad1a-d344407aea10,"["Food and Dining"]"
ObjectId("5db4f9d4bf2b03355cd08d65"),-79.4235561676,CA,5921,LCBO #3,CreditCardTransaction,LCBO,32.74,ON,POS,Toronto,2019-06-26T16:28:00Z,M6J 1X5,cad31095-cae1-49f4-bea8-78c42e2d92b7,ae55b72c-2954-421b-be2b-887f24757862,43.6496548898,cad31095-6e57c532-e4c7-457c-991e-76ce4e5e70cb,1230 Dundas St W,f5058d61-3918-4532-ad1a-d344407aea10,"["Food and Dining"]"
ObjectId("5db4f9d4bf2b03355cd08d73"),-79.435362328,CA,5651,H&M CA #923 - TORONTO,CreditCardTransaction,H&M,102.41,ON,POS,Toronto,2019-10-02T11:54:00Z,M6H 4B1,cad31095-cae1-49f4-bea8-78c42e2d92b7,87c2af8b-cb55-4486-b6a6-bd5b93f1da9c,43.655817058,cad31095-78efe8ce-e222-487e-88b9-6a9c032b558b,900 Dufferin St,f5058d61-3918-4532-ad1a-d344407aea10,"["Shopping"]"
ObjectId("5db4f9d4bf2b03355cd08d75"),-79.4015962548,CA,5651,WINNERS 556,CreditCardTransaction,Winners,108.34,ON,POS,Toronto,2019-06-19T15:01:00Z,M5V 2B7,cad31095-cae1-49f4-bea8-78c42e2d92b7,e34f7fa4-91b7-4905-954c-afeb4044ebc9,43.6475540024,cad31095-7b46d335-852c-49cb-94ea-1da6705b8ada,585 Queen St W,f5058d61-3918-4532-ad1a-d344407aea10,"["Shopping"]"
ObjectId("5db4f9d4bf2b03355cd08de2"),-79.390902693,CA,5945,MICHAELS #1609,CreditCardTransaction,Michaels Canada,150.93,ON,POS,Toronto,2019-08-03T11:14:00Z,M5V 2E3,cad31095-cae1-49f4-bea8-78c42e2d92b7,16fc3211-b22e-4b79-9143-488a78d6dea9,43.64871044,cad31095-eb2ee14c-9162-4d8c-b08d-8371ce98ecae,142 John St,f5058d61-3918-4532-ad1a-d344407aea10,"["Shopping","Kids"]"
ObjectId("5db4f9d4bf2b03355cd08deb"),-79.4518219377,CA,5921,LCBO #534,CreditCardTransaction,LCBO,31.97,ON,POS,Toronto,2019-07-26T08:14:00Z,M6R 1X3,cad31095-cae1-49f4-bea8-78c42e2d92b7,cfd4c002-ce2b-4712-82b2-fdf135a2b6d2,43.6550772801,cad31095-f3797987-080b-4fce-817b-779353efadc9,2290 Dundas St W,f5058d61-3918-4532-ad1a-d344407aea10,"["Food and Dining"]"
ObjectId("5db4f9d4bf2b03355cd08dfa"),,,5814,TIM HORTONS #518 _F,DepositAccountTransaction,Tim Hortons,4.66,,,,2019-08-17T19:49:00Z,,ce16ef42-a4e8-41e0-8f45-1ccf3079b659,08114f7b-6e09-4bd2-af64-a0818e1487ec,,ce16ef42-024d15fe-a09f-429d-bf85-3a8ae449612a,,f24b9bc6-aad9-4f21-8e4d-bc30fb3d6c30,"["Food and Dining"]"
ObjectId("5db4f9d4bf2b03355cd08dfd"),,,5812,SWISS CHALET 9856,DepositAccountTransaction,Swiss Chalet,116.71,,,,2019-05-25T16:49:00Z,,ce16ef42-a4e8-41e0-8f45-1ccf3079b659,61053bb9-d445-426f-9403-ab7c3345b15a,,ce16ef42-061bb40f-c897-44d8-98d5-35c9ba2636a9,,f24b9bc6-aad9-4f21-8e4d-bc30fb3d6c30,"["Food and Dining"]"
ObjectId("5db4f9d4bf2b03355cd08dfe"),,,5812,SWISS CHALET 9780,DepositAccountTransaction,Swiss Chalet,101.81,,,,2019-10-12T08:18:00Z,,ce16ef42-a4e8-41e0-8f45-1ccf3079b659,b436182e-8294-4e1c-b537-cb83a311236f,,ce16ef42-075adedf-4cb2-47fb-9c9e-203c1ea89e45,,f24b9bc6-aad9-4f21-8e4d-bc30fb3d6c30,"["Food and Dining"]"
